0,"[1913.0,4.0,1.0,2.0,2.0,2.0,8.0,80000.0,80000.0,0.0,11.95202,2.7614002E7,0.0,2.0,4.0,3.0,0.0,7.0,1.0,1.0,1.0,36.03448]","[13.060314132417869,6.939685867582133]","[0.6530157066208935,0.34698429337910663]",0.0
0,"[1913.0,4.0,1.0,2.0,98.0,2.0,8.0,0.0,0.0,0.0,11.55753,2.5249302E7,0.0,2.0,98.0,7.0,0.0,7.0,2.0,0.0,0.0,32.58814]","[12.366330833188247,7.633669166811755]","[0.6183165416594123,0.38168345834058776]",0.0
0,"[1916.0,4.0,1.0,2.0,1.0,2.0,8.0,99.0,242304.0,1.0,8.74869,2.1243102E7,0.0,2.0,6.0,8.0,0.0,10.0,1.0,7.0,1.0,15.88783]","[13.368213531912671,6.631786468087331]","[0.6684106765956336,0.33158932340436653]",0.0
0,"[1918.0,4.0,1.0,2.0,4.0,2.0,8.0,99.0,190810.0,2.0,23.97087,2.7255102E7,0.0,2.0,4.0,4.0,0.0,7.0,1.0,1.0,1.0,0.0]","[14.499845867812645,5.5001541321873555]","[0.7249922933906323,0.2750077066093678]",0.0
0,"[1918.0,4.0,1.0,2.0,6.0,2.0,8.0,100000.0,100000.0,0.0,33.90784,2.6166203E7,2.0,2.0,6.0,7.0,0.0,7.0,1.0,1.0,1.0,42.24009]","[13.167723133251949,6.83227686674805]","[0.6583861566625975,0.34161384333740247]",0.0
0,"[1919.0,5.0,1.0,2.0,5.0,2.0,12.0,77000.0,77000.0,0.0,2.68139,2.5377102E7,0.0,2.0,4.0,3.0,0.0,7.0,1.0,1.0,1.0,60.02629]","[13.060314132417869,6.939685867582133]","[0.6530157066208935,0.34698429337910663]",0.0
0,"[1920.0,4.0,1.0,2.0,6.0,2.0,10.0,99.0,156655.0,2.0,147.46959,2.6060103E7,4.0,2.0,4.0,4.0,0.0,7.0,1.0,1.0,1.0,244.9613]","[15.40672345776799,4.593276542232007]","[0.7703361728883996,0.2296638271116004]",0.0
0,"[1921.0,1.0,1.0,2.0,0.0,2.0,8.0,99.0,94858.0,2.0,92.67551,2.5159301E7,0.0,2.0,1.0,4.0,0.0,10.0,1.0,1.0,1.0,77.04468]","[15.560071671230286,4.4399283287697155]","[0.7780035835615143,0.22199641643848578]",0.0
0,"[1921.0,4.0,1.0,2.0,0.0,2.0,10.0,120000.0,120000.0,0.0,11.78662,2.3021204E7,0.0,2.0,1.0,3.0,99.0,8.0,1.0,1.0,1.0,74.47302]","[13.715024383004623,6.284975616995377]","[0.6857512191502312,0.3142487808497688]",0.0
0,"[1922.0,1.0,1.0,2.0,0.0,2.0,8.0,80000.0,80000.0,0.0,62.93551,1.9563101E7,0.0,2.0,1.0,4.0,0.0,7.0,1.0,1.0,1.0,0.0]","[16.887605998211082,3.11239400178892]","[0.844380299910554,0.15561970008944595]",0.0
0,"[1922.0,1.0,1.0,2.0,4.0,1.0,8.0,300000.0,300000.0,0.0,915.24536,2.1105101E7,0.0,2.0,11.0,3.0,0.0,1.0,1.0,2.0,2.0,624.4583]","[7.482225271454055,12.517774728545941]","[0.37411126357270286,0.6258887364272971]",1.0
0,"[1922.0,1.0,1.0,2.0,5.0,1.0,8.0,200000.0,200000.0,0.0,40.58171,2.7138001E7,0.0,2.0,6.0,3.0,0.0,1.0,1.0,1.0,1.0,245.6774]","[9.323725261927414,10.676274738072584]","[0.46618626309637073,0.5338137369036292]",1.0
0,"[1922.0,1.0,1.0,2.0,5.0,2.0,8.0,99.0,405563.0,1.0,242.29457,1.9420101E7,4.0,2.0,11.0,8.0,0.0,7.0,1.0,7.0,2.0,0.0]","[12.271613505587593,7.728386494412406]","[0.6135806752793797,0.3864193247206203]",0.0
0,"[1922.0,1.0,1.0,2.0,6.0,1.0,8.0,99.0,297129.0,2.0,200.89828,2.1961101E7,2.0,2.0,6.0,3.0,99.0,8.0,1.0,2.0,2.0,0.0]","[7.6613880324578805,12.338611967542118]","[0.38306940162289405,0.6169305983771058]",1.0
0,"[1922.0,4.0,1.0,2.0,0.0,2.0,12.0,90000.0,90000.0,0.0,14.5319,2.4883302E7,0.0,2.0,1.0,3.0,0.0,7.0,1.0,1.0,1.0,37.03099]","[13.285009107520407,6.714990892479593]","[0.6642504553760203,0.33574954462397966]",0.0
0,"[1922.0,4.0,1.0,2.0,2.0,1.0,10.0,125000.0,125000.0,0.0,34.30315,2.1951105E7,0.0,2.0,4.0,3.0,99.0,8.0,1.0,1.0,1.0,0.0]","[13.436177230421597,6.563822769578401]","[0.6718088615210799,0.32819113847892006]",0.0
0,"[1922.0,4.0,1.0,2.0,4.0,2.0,4.0,99.0,192966.0,2.0,41.28156,2.7689104E7,0.0,2.0,4.0,3.0,0.0,7.0,1.0,1.0,1.0,66.18048]","[12.69747090323866,7.30252909676134]","[0.634873545161933,0.365126454838067]",0.0
0,"[1922.0,4.0,1.0,2.0,6.0,2.0,8.0,100000.0,100000.0,0.0,22.99251,2.4733103E7,0.0,2.0,6.0,3.0,0.0,7.0,1.0,1.0,1.0,107.5036]","[13.345424456329663,6.654575543670337]","[0.6672712228164832,0.33272877718351684]",0.0
0,"[1922.0,4.0,1.0,2.0,6.0,2.0,8.0,400000.0,400000.0,0.0,152.98126,1.9904204E7,0.0,2.0,4.0,3.0,0.0,7.0,1.0,2.0,2.0,178.515]","[10.403872030315,9.596127969685]","[0.52019360151575,0.47980639848425]",0.0
0,"[1923.0,1.0,1.0,2.0,0.0,2.0,8.0,179000.0,179000.0,0.0,100.70383,2.0327302E7,0.0,2.0,1.0,3.0,99.0,7.0,1.0,1.0,1.0,200.1742]","[10.296248399127307,9.703751600872693]","[0.5148124199563654,0.4851875800436346]",0.0
0,"[1923.0,1.0,1.0,2.0,5.0,2.0,8.0,100000.0,100000.0,0.0,85.65073,1.9704301E7,1.0,2.0,4.0,3.0,0.0,7.0,1.0,1.0,1.0,0.0]","[10.761725768641767,9.238274231358233]","[0.5380862884320884,0.4619137115679116]",0.0
0,"[1923.0,1.0,1.0,2.0,6.0,1.0,8.0,99.0,193388.0,2.0,12.49978,2.7430102E7,2.0,2.0,6.0,3.0,99.0,8.0,1.0,1.0,1.0,0.0]","[9.836058799192942,10.163941200807058]","[0.49180293995964713,0.5081970600403529]",1.0
0,"[1923.0,2.0,1.0,2.0,5.0,1.0,8.0,99.0,201070.0,2.0,94.38702,1.9157102E7,2.0,2.0,11.0,3.0,99.0,8.0,1.0,2.0,2.0,0.0]","[12.834237234422252,7.165762765577746]","[0.6417118617211126,0.3582881382788873]",0.0
0,"[1923.0,4.0,1.0,1.0,4.0,1.0,2.0,99.0,194981.0,1.0,34.18594,2.2326103E7,0.0,2.0,6.0,3.0,99.0,2.0,1.0,7.0,1.0,0.0]","[13.302130473170868,6.697869526829132]","[0.6651065236585434,0.3348934763414566]",0.0
0,"[1923.0,4.0,1.0,2.0,5.0,2.0,5.0,99.0,21515.0,2.0,198.77457,1.9038102E7,0.0,2.0,6.0,3.0,99.0,8.0,1.0,1.0,1.0,0.0]","[13.72765416763613,6.272345832363872]","[0.6863827083818065,0.31361729161819357]",0.0
0,"[1923.0,4.0,1.0,2.0,5.0,2.0,10.0,133000.0,133000.0,0.0,13.55642,2.0779105E7,0.0,2.0,4.0,3.0,0.0,8.0,1.0,1.0,1.0,28.95801]","[13.060314132417869,6.939685867582133]","[0.6530157066208935,0.34698429337910663]",0.0
0,"[1923.0,4.0,1.0,2.0,6.0,0.0,8.0,270000.0,270000.0,0.0,96.57992,2.6379102E7,1.0,2.0,6.0,3.0,99.0,0.0,1.0,2.0,2.0,0.0]","[11.307508425152221,8.692491574847779]","[0.5653754212576111,0.4346245787423889]",0.0
0,"[1923.0,4.0,1.0,2.0,6.0,2.0,8.0,99.0,142536.0,2.0,200.0246,2.6866303E7,0.0,2.0,4.0,3.0,0.0,7.0,1.0,1.0,1.0,110.0208]","[13.205690727217906,6.794309272782094]","[0.6602845363608953,0.3397154636391047]",0.0
0,"[1923.0,4.0,1.0,2.0,6.0,2.0,8.0,99.0,359017.0,1.0,6.97281,2.1262103E7,0.0,2.0,6.0,3.0,0.0,7.0,2.0,7.0,2.0,0.0]","[11.485597882522109,8.514402117477893]","[0.5742798941261055,0.42572010587389464]",0.0
0,"[1924.0,1.0,1.0,1.0,6.0,2.0,10.0,99.0,298235.0,1.0,125.39295,1.9290101E7,4.0,2.0,6.0,3.0,0.0,3.0,1.0,7.0,2.0,369.2757]","[7.196546015819462,12.803453984180534]","[0.35982730079097314,0.6401726992090268]",1.0
0,"[1924.0,1.0,1.0,2.0,0.0,1.0,8.0,150000.0,150000.0,0.0,85.72672,2.6504101E7,2.0,2.0,1.0,3.0,99.0,7.0,1.0,1.0,1.0,296.903]","[11.10968432371,8.890315676290003]","[0.5554842161854999,0.4445157838145001]",0.0
0,"[1924.0,1.0,1.0,2.0,2.0,1.0,8.0,99.0,160187.0,2.0,385.00522,2.0605101E7,2.0,2.0,6.0,3.0,99.0,8.0,1.0,1.0,1.0,1420.463]","[10.814673453543293,9.185326546456707]","[0.5407336726771647,0.45926632732283534]",0.0
